Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, Hispanic, 2015 - 2019"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Harrison,43221,  ~,  ~,  ~,  ~,  ~
Angelina,96131,23,23.9,34.1,21.0,52.1
Hale,100050,26,26.0,33.8,21.6,49.9
Lamb,36455,  ~,  ~,  ~,  ~,  ~
Young,16867,  ~,  ~,  ~,  ~,  ~
Panola,10157,  ~,  ~,  ~,  ~,  ~
Houston,12723,  ~,  ~,  ~,  ~,  ~
Lampasas,20428,  ~,  ~,  ~,  ~,  ~
Presidio,28919,  ~,  ~,  ~,  ~,  ~
Live Oak,24185,  ~,  ~,  ~,  ~,  ~
Parmer,30653,  ~,  ~,  ~,  ~,  ~
Crockett,11763,  ~,  ~,  ~,  ~,  ~
Andrews,51043,  ~,  ~,  ~,  ~,  ~
Waller,77588,  ~,  ~,  ~,  ~,  ~
Swisher,16306,  ~,  ~,  ~,  ~,  ~
Hopkins,30618,  ~,  ~,  ~,  ~,  ~
Madison,16500,  ~,  ~,  ~,  ~,  ~
Deaf Smith,68176,17,24.9,29.7,17.1,48.0
Burnet,51706,  ~,  ~,  ~,  ~,  ~
Lee,20145,  ~,  ~,  ~,  ~,  ~
Goliad,13549,  ~,  ~,  ~,  ~,  ~
Erath,43970,  ~,  ~,  ~,  ~,  ~
Willacy,94910,26,27.4,28.6,18.5,42.1
Zavala,56421,17,30.1,28.6,16.5,46.4
Frio,78430,18,22.9,28.1,16.5,44.3
Fayette,26398,  ~,  ~,  ~,  ~,  ~
Fannin,19478,  ~,  ~,  ~,  ~,  ~
Cochran,8400,  ~,  ~,  ~,  ~,  ~
Somervell,8150,  ~,  ~,  ~,  ~,  ~
Palo Pinto,28256,  ~,  ~,  ~,  ~,  ~
Floyd,16985,  ~,  ~,  ~,  ~,  ~
Grimes,33602,  ~,  ~,  ~,  ~,  ~
Burleson,18656,  ~,  ~,  ~,  ~,  ~
Shelby,23016,  ~,  ~,  ~,  ~,  ~
Schleicher,7880,  ~,  ~,  ~,  ~,  ~
Crane,15407,  ~,  ~,  ~,  ~,  ~
Hunt,76887,  ~,  ~,  ~,  ~,  ~
Ochiltree,27403,  ~,  ~,  ~,  ~,  ~
Limestone,25460,  ~,  ~,  ~,  ~,  ~
Collingsworth,5044,  ~,  ~,  ~,  ~,  ~
Morris,6079,  ~,  ~,  ~,  ~,  ~
Bandera,20888,  ~,  ~,  ~,  ~,  ~
Falls,19915,  ~,  ~,  ~,  ~,  ~
Nacogdoches,63054,  ~,  ~,  ~,  ~,  ~
Howard,77784,  ~,  ~,  ~,  ~,  ~
Jasper,12005,  ~,  ~,  ~,  ~,  ~
Walker,64731,  ~,  ~,  ~,  ~,  ~
Scurry,34742,  ~,  ~,  ~,  ~,  ~
Wilbarger,18847,  ~,  ~,  ~,  ~,  ~
Stephens,11182,  ~,  ~,  ~,  ~,  ~
Comanche,18878,  ~,  ~,  ~,  ~,  ~
Fisher,5437,  ~,  ~,  ~,  ~,  ~
Hutchinson,24813,  ~,  ~,  ~,  ~,  ~
Martin,13185,  ~,  ~,  ~,  ~,  ~
Brewster,20667,  ~,  ~,  ~,  ~,  ~
Upshur,17401,  ~,  ~,  ~,  ~,  ~
Navarro,66709,  ~,  ~,  ~,  ~,  ~
Montague,10736,  ~,  ~,  ~,  ~,  ~
Sherman,6730,  ~,  ~,  ~,  ~,  ~
Titus,70277,  ~,  ~,  ~,  ~,  ~
Lamar,19306,  ~,  ~,  ~,  ~,  ~
Robertson,17748,  ~,  ~,  ~,  ~,  ~
Anderson,51208,  ~,  ~,  ~,  ~,  ~
Franklin,7771,0, 0.0, 0.0, 0.0, 0.0
Garza,16164,0, 0.0, 0.0, 0.0, 0.0
Hartley,7445,0, 0.0, 0.0, 0.0, 0.0
Haskell,8131,0, 0.0, 0.0, 0.0, 0.0
Camp,16006,0, 0.0, 0.0, 0.0, 0.0
Hemphill,6689,0, 0.0, 0.0, 0.0, 0.0
Jack,7444,0, 0.0, 0.0, 0.0, 0.0
Lipscomb,5695,0, 0.0, 0.0, 0.0, 0.0
STATE,55427467,20437,36.9,49.7, 49.0,50.4

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 12, 2023."
"Cancer Incidence File, Apr 2022."
