Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, 2015 - 2019"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Young,90055,62,68.8,51.7,39.0,67.5
Hall,15278,  ~,  ~,  ~,  ~,  ~
Lampasas,104334,75,71.9,51.6,40.1,65.7
Webb,1366150,571,41.8,51.6,47.4,56.1
Navarro,244848,159,64.9,51.6,43.6,60.6
Eastland,91207,63,69.1,51.4,38.4,67.5
Hunt,470912,293,62.2,50.9,45.1,57.3
Kinney,18300,  ~,  ~,  ~,  ~,  ~
Dickens,10971,  ~,  ~,  ~,  ~,  ~
Kimble,21866,18,82.3,50.3,26.5,88.8
Panola,116405,79,67.9,50.3,39.4,63.5
Hale,168572,87,51.6,50.0,39.9,61.8
Live Oak,60728,41,67.5,49.9,35.1,69.3
Castro,38185,21,55.0,49.8,30.3,77.3
Rains,58574,42,71.7,49.5,34.0,70.1
Atascosa,247630,138,55.7,49.4,41.3,58.6
Dawson,64270,34,52.9,49.2,33.8,69.3
Upton,18289,  ~,  ~,  ~,  ~,  ~
Haskell,28618,20,69.9,48.9,28.6,79.5
Fannin,172820,109,63.1,48.8,39.8,59.4
Nacogdoches,326104,162,49.7,48.8,41.3,57.2
Houston,114618,80,69.8,48.7,38.1,61.6
Hidalgo,4269225,1783,41.8,48.6,46.3,50.9
Gaines,103595,39,37.6,48.4,34.2,66.4
Real,17032,  ~,  ~,  ~,  ~,  ~
Leon,86164,64,74.3,47.9,36.0,62.9
Calhoun,108220,64,59.1,47.9,36.4,61.9
Baylor,17890,  ~,  ~,  ~,  ~,  ~
Coleman,41623,34,81.7,47.4,31.9,69.4
San Saba,29904,20,66.9,47.0,26.6,77.8
Schleicher,14919,  ~,  ~,  ~,  ~,  ~
Shelby,126764,69,54.4,46.8,36.0,59.9
Briscoe,7564,  ~,  ~,  ~,  ~,  ~
Callahan,69278,48,69.3,46.7,34.1,63.1
Llano,105380,103,97.7,46.6,36.7,59.1
Wilson,245709,138,56.2,46.3,38.7,55.1
Dimmit,52151,26,49.9,46.3,29.8,68.6
Karnes,77581,38,49.0,46.2,32.5,63.9
Bandera,111114,89,80.1,45.6,35.6,58.1
Falls,86343,50,57.9,45.5,33.4,60.7
Donley,16666,  ~,  ~,  ~,  ~,  ~
Parmer,48464,22,45.4,44.3,27.5,67.6
Dallam,36387,  ~,  ~,  ~,  ~,  ~
Crosby,29117,  ~,  ~,  ~,  ~,  ~
Red River,60922,41,67.3,43.8,30.5,61.5
Tyler,107402,65,60.5,43.4,32.9,56.6
Sabine,52293,45,86.0,43.3,30.4,61.4
Robertson,85002,46,54.1,43.1,31.1,58.5
Mitchell,41940,20,47.7,42.4,25.8,66.3
Scurry,85495,40,46.8,42.2,29.9,57.9
Collingsworth,14823,  ~,  ~,  ~,  ~,  ~
Knox,18502,  ~,  ~,  ~,  ~,  ~
Martin,28203,  ~,  ~,  ~,  ~,  ~
Crockett,17832,  ~,  ~,  ~,  ~,  ~
Titus,163223,67,41.0,39.5,30.4,50.3
Floyd,29081,  ~,  ~,  ~,  ~,  ~
San Augustine,41399,27,65.2,38.6,24.0,60.3
Camp,64323,32,49.8,38.6,26.0,55.6
Howard,181639,77,42.4,38.5,30.2,48.4
Hartley,28202,  ~,  ~,  ~,  ~,  ~
Swisher,37153,17,45.8,38.3,21.7,62.9
Reeves,77337,28,36.2,38.0,25.2,55.0
Brooks,35738,  ~,  ~,  ~,  ~,  ~
Jeff Davis,11201,  ~,  ~,  ~,  ~,  ~
Garza,31526,  ~,  ~,  ~,  ~,  ~
Jones,99462,44,44.2,37.7,27.3,51.0
Reagan,18801,  ~,  ~,  ~,  ~,  ~
Newton,69689,36,51.7,37.4,25.5,53.4
Brewster,46057,21,45.6,35.5,21.0,56.6
Sherman,15255,  ~,  ~,  ~,  ~,  ~
La Salle,37825,  ~,  ~,  ~,  ~,  ~
Andrews,90316,26,28.8,33.1,21.4,48.6
Carson,29943,  ~,  ~,  ~,  ~,  ~
Willacy,107784,35,32.5,31.8,22.0,44.5
Crane,23919,  ~,  ~,  ~,  ~,  ~
Zavala,60134,19,31.6,30.6,18.2,48.3
Edwards,9575,  ~,  ~,  ~,  ~,  ~
Concho,16328,  ~,  ~,  ~,  ~,  ~
Oldham,10478,  ~,  ~,  ~,  ~,  ~
Sutton,19144,  ~,  ~,  ~,  ~,  ~
Shackelford,16487,  ~,  ~,  ~,  ~,  ~
Frio,99033,26,26.2,29.2,19.0,42.9
Hemphill,20012,  ~,  ~,  ~,  ~,  ~
Glasscock,6937,  ~,  ~,  ~,  ~,  ~
Presidio,34581,  ~,  ~,  ~,  ~,  ~
Cochran,14380,  ~,  ~,  ~,  ~,  ~
Throckmorton,7568,  ~,  ~,  ~,  ~,  ~
Motley,5975,  ~,  ~,  ~,  ~,  ~
STATE,141284977,88807,62.9,62.2, 61.8,62.7

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 12, 2023."
"Cancer Incidence File, Apr 2022."
