Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH Black, 2017"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Williamson,37221,21,56.4,70.1,40.1,113.3
McLennan,36985,23,62.2,70.0,43.9,105.6
Fort Bend,157613,104,66.0,69.2,55.2,85.5
Nueces,13318,  ~,  ~,  ~,  ~,  ~
Harrison,14108,  ~,  ~,  ~,  ~,  ~
Victoria,5713,  ~,  ~,  ~,  ~,  ~
Tarrant,347432,194,55.8,67.2,57.5,78.1
Bowie,23794,  ~,  ~,  ~,  ~,  ~
Liberty,8318,  ~,  ~,  ~,  ~,  ~
Ector,7097,  ~,  ~,  ~,  ~,  ~
Anderson,12602,  ~,  ~,  ~,  ~,  ~
Jefferson,86996,57,65.5,65.0,48.7,84.9
Colorado,2621,  ~,  ~,  ~,  ~,  ~
Madison,2861,  ~,  ~,  ~,  ~,  ~
Newton,2870,  ~,  ~,  ~,  ~,  ~
Travis,103814,58,55.9,63.7,47.6,83.4
Bexar,148765,84,56.5,63.1,49.9,78.6
Bell,81356,34,41.8,59.9,39.6,86.6
Brazoria,50345,26,51.6,58.4,36.4,88.7
Van Zandt,1675,  ~,  ~,  ~,  ~,  ~
Galveston,43712,25,57.2,56.8,36.2,84.8
Upshur,3548,  ~,  ~,  ~,  ~,  ~
Montgomery,29291,  ~,  ~,  ~,  ~,  ~
Taylor,10894,  ~,  ~,  ~,  ~,  ~
Hays,8821,  ~,  ~,  ~,  ~,  ~
Red River,2038,  ~,  ~,  ~,  ~,  ~
Navarro,6464,  ~,  ~,  ~,  ~,  ~
Marion,2176,  ~,  ~,  ~,  ~,  ~
Wilbarger,1027,  ~,  ~,  ~,  ~,  ~
Lubbock,22579,  ~,  ~,  ~,  ~,  ~
Wood,2446,  ~,  ~,  ~,  ~,  ~
Grimes,4395,  ~,  ~,  ~,  ~,  ~
Falls,4132,  ~,  ~,  ~,  ~,  ~
Cass,5149,  ~,  ~,  ~,  ~,  ~
Matagorda,3947,  ~,  ~,  ~,  ~,  ~
Houston,5857,  ~,  ~,  ~,  ~,  ~
Coryell,13141,  ~,  ~,  ~,  ~,  ~
Orange,7563,  ~,  ~,  ~,  ~,  ~
Comal,3124,  ~,  ~,  ~,  ~,  ~
Angelina,13246,  ~,  ~,  ~,  ~,  ~
Titus,3104,  ~,  ~,  ~,  ~,  ~
Waller,13203,  ~,  ~,  ~,  ~,  ~
Nacogdoches,12045,  ~,  ~,  ~,  ~,  ~
Trinity,1430,  ~,  ~,  ~,  ~,  ~
Wichita,14479,  ~,  ~,  ~,  ~,  ~
Rockwall,6403,  ~,  ~,  ~,  ~,  ~
Hill,2495,  ~,  ~,  ~,  ~,  ~
Hardin,3250,  ~,  ~,  ~,  ~,  ~
Robertson,3431,  ~,  ~,  ~,  ~,  ~
Tom Green,4725,  ~,  ~,  ~,  ~,  ~
Panola,3688,  ~,  ~,  ~,  ~,  ~
Jasper,5918,  ~,  ~,  ~,  ~,  ~
Lee,1921,0, 0.0, 0.0, 0.0, 0.0
Lavaca,1259,0, 0.0, 0.0, 0.0, 0.0
Kleberg,1162,0, 0.0, 0.0, 0.0, 0.0
Jones,2422,0, 0.0, 0.0, 0.0, 0.0
Howard,2298,0, 0.0, 0.0, 0.0, 0.0
Hidalgo,3815,0, 0.0, 0.0, 0.0, 0.0
Hale,1773,0, 0.0, 0.0, 0.0, 0.0
Gray,1115,0, 0.0, 0.0, 0.0, 0.0
Gonzales,1307,0, 0.0, 0.0, 0.0, 0.0
San Jacinto,2783,0, 0.0, 0.0, 0.0, 0.0
Fannin,2394,0, 0.0, 0.0, 0.0, 0.0
Shelby,4448,0, 0.0, 0.0, 0.0, 0.0
Fayette,1587,0, 0.0, 0.0, 0.0, 0.0
Freestone,3122,0, 0.0, 0.0, 0.0, 0.0
Austin,2754,0, 0.0, 0.0, 0.0, 0.0
Bee,2790,0, 0.0, 0.0, 0.0, 0.0
Brown,1488,0, 0.0, 0.0, 0.0, 0.0
Tyler,2396,0, 0.0, 0.0, 0.0, 0.0
Chambers,3319,0, 0.0, 0.0, 0.0, 0.0
Cameron,1716,0, 0.0, 0.0, 0.0, 0.0
Burleson,2318,0, 0.0, 0.0, 0.0, 0.0
Washington,6036,0, 0.0, 0.0, 0.0, 0.0
Karnes,1340,0, 0.0, 0.0, 0.0, 0.0
STATE,3485906,2143,61.5,68.6, 65.6,71.7

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
