Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH Black, 2015"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Fort Bend,146313,87,59.5,58.9,46.0,74.5
Panola,3829,  ~,  ~,  ~,  ~,  ~
Austin,2715,  ~,  ~,  ~,  ~,  ~
Jefferson,86599,49,56.6,55.9,41.0,74.5
Orange,7390,  ~,  ~,  ~,  ~,  ~
Shelby,4444,  ~,  ~,  ~,  ~,  ~
Colorado,2655,  ~,  ~,  ~,  ~,  ~
Angelina,13358,  ~,  ~,  ~,  ~,  ~
Jasper,5925,  ~,  ~,  ~,  ~,  ~
Cass,5290,  ~,  ~,  ~,  ~,  ~
Henderson,5237,  ~,  ~,  ~,  ~,  ~
Red River,2134,  ~,  ~,  ~,  ~,  ~
Wood,2331,  ~,  ~,  ~,  ~,  ~
Hopkins,2714,  ~,  ~,  ~,  ~,  ~
Potter,12580,  ~,  ~,  ~,  ~,  ~
Limestone,4219,  ~,  ~,  ~,  ~,  ~
Victoria,5634,  ~,  ~,  ~,  ~,  ~
Bowie,23395,  ~,  ~,  ~,  ~,  ~
Lee,1894,  ~,  ~,  ~,  ~,  ~
Camp,2233,  ~,  ~,  ~,  ~,  ~
Hunt,7433,  ~,  ~,  ~,  ~,  ~
Parker,1761,  ~,  ~,  ~,  ~,  ~
Hays,7380,  ~,  ~,  ~,  ~,  ~
Nacogdoches,11882,  ~,  ~,  ~,  ~,  ~
Morris,2851,  ~,  ~,  ~,  ~,  ~
Navarro,6576,  ~,  ~,  ~,  ~,  ~
Milam,2273,  ~,  ~,  ~,  ~,  ~
Hidalgo,3610,  ~,  ~,  ~,  ~,  ~
Hardin,3074,  ~,  ~,  ~,  ~,  ~
Walker,16479,  ~,  ~,  ~,  ~,  ~
Chambers,3201,  ~,  ~,  ~,  ~,  ~
Johnson,4871,  ~,  ~,  ~,  ~,  ~
Robertson,3348,  ~,  ~,  ~,  ~,  ~
El Paso,26932,  ~,  ~,  ~,  ~,  ~
Upshur,3528,  ~,  ~,  ~,  ~,  ~
Midland,10481,  ~,  ~,  ~,  ~,  ~
Gray,1213,0, 0.0, 0.0, 0.0, 0.0
Kleberg,1164,0, 0.0, 0.0, 0.0, 0.0
Newton,2907,0, 0.0, 0.0, 0.0, 0.0
Karnes,1307,0, 0.0, 0.0, 0.0, 0.0
Howard,2352,0, 0.0, 0.0, 0.0, 0.0
Hill,2358,0, 0.0, 0.0, 0.0, 0.0
San Augustine,1927,0, 0.0, 0.0, 0.0, 0.0
San Patricio,1140,0, 0.0, 0.0, 0.0, 0.0
Hale,1748,0, 0.0, 0.0, 0.0, 0.0
Cooke,1342,0, 0.0, 0.0, 0.0, 0.0
Gonzales,1296,0, 0.0, 0.0, 0.0, 0.0
Fayette,1598,0, 0.0, 0.0, 0.0, 0.0
Fannin,2345,0, 0.0, 0.0, 0.0, 0.0
Madison,2773,0, 0.0, 0.0, 0.0, 0.0
Comal,2612,0, 0.0, 0.0, 0.0, 0.0
Bee,2671,0, 0.0, 0.0, 0.0, 0.0
Wilbarger,1044,0, 0.0, 0.0, 0.0, 0.0
Van Zandt,1645,0, 0.0, 0.0, 0.0, 0.0
Caldwell,2612,0, 0.0, 0.0, 0.0, 0.0
Tyler,2382,0, 0.0, 0.0, 0.0, 0.0
Jones,2476,0, 0.0, 0.0, 0.0, 0.0
STATE,3332232,2036,61.1,68.6, 65.5,71.8

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
