Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH White, 2019"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Palo Pinto,22011,26,118.1,75.9,47.2,117.7
Knox,2119,  ~,  ~,  ~,  ~,  ~
Gray,13780,  ~,  ~,  ~,  ~,  ~
De Witt,11021,  ~,  ~,  ~,  ~,  ~
Collin,580882,522,89.9,75.3,68.8,82.2
Guadalupe,84277,84,99.7,74.9,59.3,93.6
Bell,167076,144,86.2,74.5,62.5,88.2
Ellis,110346,111,100.6,74.2,60.6,90.2
Tarrant,976446,922,94.4,74.1,69.2,79.2
Kimble,3182,  ~,  ~,  ~,  ~,  ~
Nueces,105927,106,100.1,73.3,59.0,90.3
Montgomery,397335,370,93.1,73.0,65.4,81.2
Parmer,3170,  ~,  ~,  ~,  ~,  ~
Wharton,18320,21,114.6,72.8,42.8,118.7
Stephens,6608,  ~,  ~,  ~,  ~,  ~
Kaufman,82870,72,86.9,72.5,56.3,92.0
Austin,18750,23,122.7,72.2,43.1,117.2
Galveston,196731,190,96.6,72.2,61.9,84.0
Fayette,18062,18,99.7,71.7,38.2,125.1
Goliad,4445,  ~,  ~,  ~,  ~,  ~
Upshur,33996,31,91.2,70.8,46.3,104.2
Garza,2515,  ~,  ~,  ~,  ~,  ~
Bowie,59916,58,96.8,70.6,52.7,93.0
Wood,37805,51,134.9,69.8,50.0,97.0
Harris,1388818,1271,91.5,69.6,65.7,73.8
Walker,40765,34,83.4,69.5,47.5,99.2
Hockley,10702,  ~,  ~,  ~,  ~,  ~
Washington,22812,27,118.4,69.2,42.8,108.9
Johnson,125234,110,87.8,69.2,56.4,84.2
Comal,105498,106,100.5,69.0,55.5,85.0
Milam,15512,21,135.4,68.2,41.5,112.4
Lubbock,166030,131,78.9,67.8,56.2,81.1
Tom Green,63344,64,101.0,66.8,50.7,87.0
Van Zandt,47609,49,102.9,66.5,48.3,90.1
Red River,9040,  ~,  ~,  ~,  ~,  ~
Childress,4057,  ~,  ~,  ~,  ~,  ~
Haskell,3732,  ~,  ~,  ~,  ~,  ~
Wichita,87055,76,87.3,65.9,51.2,83.8
Leon,13373,17,127.1,65.8,36.3,116.7
Kleberg,6275,  ~,  ~,  ~,  ~,  ~
McLennan,144990,122,84.1,65.6,53.8,79.3
Taylor,88294,66,74.8,65.5,49.6,84.8
Hill,25938,27,104.1,65.4,41.7,99.8
Crosby,2237,  ~,  ~,  ~,  ~,  ~
Midland,78755,56,71.1,65.0,48.4,85.5
Rains,10663,  ~,  ~,  ~,  ~,  ~
Erath,31789,23,72.3,64.8,39.8,100.1
Llano,18883,25,132.4,64.7,37.2,111.7
Wilson,28987,25,86.2,64.4,40.6,98.4
Freestone,13218,  ~,  ~,  ~,  ~,  ~
Robertson,9815,  ~,  ~,  ~,  ~,  ~
Gillespie,20041,28,139.7,64.2,39.0,105.5
Rockwall,73268,58,79.2,63.8,48.2,83.3
Dickens,1352,  ~,  ~,  ~,  ~,  ~
Navarro,27699,29,104.7,63.5,40.8,96.3
Gonzales,8683,  ~,  ~,  ~,  ~,  ~
Lamar,37396,36,96.3,63.1,43.5,89.8
Medina,22368,20,89.4,63.0,36.4,103.2
Hale,11059,  ~,  ~,  ~,  ~,  ~
Victoria,40891,36,88.0,62.0,42.0,89.2
Brewster,4614,  ~,  ~,  ~,  ~,  ~
Wise,53836,44,81.7,61.4,44.1,83.9
Hansford,2672,  ~,  ~,  ~,  ~,  ~
Karnes,5338,  ~,  ~,  ~,  ~,  ~
Bastrop,45960,47,102.3,61.0,43.3,84.7
Hood,52187,51,97.7,60.2,43.0,83.0
Cherokee,31986,28,87.5,59.9,38.1,90.8
Brazos,128558,66,51.3,59.2,45.2,76.1
Dimmit,1030,  ~,  ~,  ~,  ~,  ~
Harrison,42598,38,89.2,58.8,40.9,83.1
Ector,51352,41,79.8,58.6,41.6,80.8
Angelina,52691,37,70.2,58.4,40.1,82.4
Kerr,36146,38,105.1,58.1,37.7,87.5
Uvalde,6864,  ~,  ~,  ~,  ~,  ~
Hamilton,7130,  ~,  ~,  ~,  ~,  ~
Caldwell,16905,  ~,  ~,  ~,  ~,  ~
Burnet,35701,37,103.6,56.7,37.5,84.1
Kendall,34278,31,90.4,56.6,37.4,84.0
Limestone,13776,  ~,  ~,  ~,  ~,  ~
Jefferson,100146,80,79.9,56.3,44.0,71.3
Franklin,8477,  ~,  ~,  ~,  ~,  ~
Lamb,5075,  ~,  ~,  ~,  ~,  ~
Houston,14247,16,112.3,55.4,30.3,100.8
Nacogdoches,39003,27,69.2,55.3,35.4,83.1
Coryell,45180,25,55.3,55.3,35.6,82.1
Hidalgo,52552,48,91.3,55.1,37.0,79.8
Jones,11678,  ~,  ~,  ~,  ~,  ~
Irion,1108,  ~,  ~,  ~,  ~,  ~
Lampasas,15759,  ~,  ~,  ~,  ~,  ~
El Paso,101144,72,71.2,54.5,42.3,69.5
Brown,27070,23,85.0,53.7,32.4,85.7
Donley,2644,  ~,  ~,  ~,  ~,  ~
Val Verde,7347,  ~,  ~,  ~,  ~,  ~
San Jacinto,21755,18,82.7,53.4,29.0,92.0
Howard,17647,  ~,  ~,  ~,  ~,  ~
Titus,14705,  ~,  ~,  ~,  ~,  ~
Hartley,3541,  ~,  ~,  ~,  ~,  ~
Calhoun,8944,  ~,  ~,  ~,  ~,  ~
Hunt,70579,52,73.7,51.8,38.0,69.3
Orange,67027,46,68.6,51.8,37.4,70.2
Grayson,103810,75,72.2,51.0,39.5,65.1
Bailey,2317,  ~,  ~,  ~,  ~,  ~
Scurry,8741,  ~,  ~,  ~,  ~,  ~
Wilbarger,7324,  ~,  ~,  ~,  ~,  ~
Wheeler,3507,  ~,  ~,  ~,  ~,  ~
Camp,7317,  ~,  ~,  ~,  ~,  ~
Cameron,36956,36,97.4,49.8,31.9,76.8
Clay,9422,  ~,  ~,  ~,  ~,  ~
Atascosa,16994,  ~,  ~,  ~,  ~,  ~
Tyler,17166,  ~,  ~,  ~,  ~,  ~
Rusk,34734,24,69.1,49.1,30.5,75.8
Madison,7870,  ~,  ~,  ~,  ~,  ~
Terry,4823,  ~,  ~,  ~,  ~,  ~
Fisher,2553,  ~,  ~,  ~,  ~,  ~
Runnels,6302,  ~,  ~,  ~,  ~,  ~
Panola,17088,  ~,  ~,  ~,  ~,  ~
Carson,5081,  ~,  ~,  ~,  ~,  ~
Jasper,26842,19,70.8,46.8,27.3,76.6
Bosque,14473,  ~,  ~,  ~,  ~,  ~
Hall,1673,  ~,  ~,  ~,  ~,  ~
Kinney,1326,  ~,  ~,  ~,  ~,  ~
Blanco,9232,  ~,  ~,  ~,  ~,  ~
Sabine,9077,  ~,  ~,  ~,  ~,  ~
Hardin,50160,26,51.8,42.2,27.1,63.0
Mitchell,3937,  ~,  ~,  ~,  ~,  ~
McCulloch,5064,  ~,  ~,  ~,  ~,  ~
Fannin,28227,  ~,  ~,  ~,  ~,  ~
Jackson,8642,  ~,  ~,  ~,  ~,  ~
Delta,4322,  ~,  ~,  ~,  ~,  ~
Swisher,3378,  ~,  ~,  ~,  ~,  ~
Webb,10091,  ~,  ~,  ~,  ~,  ~
Briscoe,1084,  ~,  ~,  ~,  ~,  ~
Newton,10179,  ~,  ~,  ~,  ~,  ~
Hutchinson,14786,  ~,  ~,  ~,  ~,  ~
Dawson,4506,  ~,  ~,  ~,  ~,  ~
Winkler,2756,  ~,  ~,  ~,  ~,  ~
Sherman,1599,  ~,  ~,  ~,  ~,  ~
Young,13894,  ~,  ~,  ~,  ~,  ~
Gaines,11869,  ~,  ~,  ~,  ~,  ~
Shelby,15689,  ~,  ~,  ~,  ~,  ~
Eastland,14485,  ~,  ~,  ~,  ~,  ~
Bandera,18011,  ~,  ~,  ~,  ~,  ~
Sutton,1328,  ~,  ~,  ~,  ~,  ~
Moore,6659,  ~,  ~,  ~,  ~,  ~
Pecos,3961,  ~,  ~,  ~,  ~,  ~
Jim Wells,7377,  ~,  ~,  ~,  ~,  ~
Coleman,6282,  ~,  ~,  ~,  ~,  ~
Callahan,12097,  ~,  ~,  ~,  ~,  ~
Colorado,12078,  ~,  ~,  ~,  ~,  ~
Willacy,1879,  ~,  ~,  ~,  ~,  ~
San Augustine,5769,  ~,  ~,  ~,  ~,  ~
Mason,3147,  ~,  ~,  ~,  ~,  ~
Hemphill,2417,  ~,  ~,  ~,  ~,  ~
Castro,2357,  ~,  ~,  ~,  ~,  ~
Andrews,7533,  ~,  ~,  ~,  ~,  ~
Crane,1416,0, 0.0, 0.0, 0.0, 0.0
Oldham,1619,0, 0.0, 0.0, 0.0, 0.0
Schleicher,1222,0, 0.0, 0.0, 0.0, 0.0
Concho,1705,0, 0.0, 0.0, 0.0, 0.0
Upton,1497,0, 0.0, 0.0, 0.0, 0.0
Maverick,1608,0, 0.0, 0.0, 0.0, 0.0
Collingsworth,1702,0, 0.0, 0.0, 0.0, 0.0
Jeff Davis,1449,0, 0.0, 0.0, 0.0, 0.0
Shackelford,2807,0, 0.0, 0.0, 0.0, 0.0
Reeves,2954,0, 0.0, 0.0, 0.0, 0.0
Throckmorton,1231,0, 0.0, 0.0, 0.0, 0.0
STATE,12188877,11502,94.4,71.6, 70.3,73.0

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
