Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, 2019"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Wichita,132328,86,65.0,58.5,46.4,72.8
Limestone,23389,18,77.0,58.5,33.3,96.1
Rains,12401,  ~,  ~,  ~,  ~,  ~
Reeves,15951,  ~,  ~,  ~,  ~,  ~
Haskell,5665,  ~,  ~,  ~,  ~,  ~
Brazos,229418,102,44.5,57.1,46.4,69.6
Falls,17282,  ~,  ~,  ~,  ~,  ~
Ward,11985,  ~,  ~,  ~,  ~,  ~
Milam,24721,23,93.0,56.8,35.6,88.5
Jim Hogg,5161,  ~,  ~,  ~,  ~,  ~
Kimble,4362,  ~,  ~,  ~,  ~,  ~
Red River,12095,  ~,  ~,  ~,  ~,  ~
Jasper,35610,26,73.0,56.0,35.6,84.5
Hood,61762,53,85.8,55.7,40.5,75.3
Castro,7484,  ~,  ~,  ~,  ~,  ~
Nacogdoches,64846,38,58.6,55.3,38.6,76.8
Midland,176444,84,47.6,55.2,43.8,68.6
Houston,22877,20,87.4,54.9,32.6,89.1
Leon,17421,17,97.6,54.9,30.8,94.8
Culberson,2146,  ~,  ~,  ~,  ~,  ~
Medina,51608,35,67.8,54.6,37.4,77.4
Ector,166204,77,46.3,54.4,42.7,68.2
Harrison,66484,48,72.2,54.3,39.5,73.2
Brown,37770,28,74.1,54.1,35.1,80.5
Maverick,58357,27,46.3,53.8,35.3,78.3
Lampasas,21429,16,74.7,53.7,29.7,91.4
Cameron,422649,226,53.5,53.7,46.8,61.3
Gonzales,20899,  ~,  ~,  ~,  ~,  ~
Brooks,7093,  ~,  ~,  ~,  ~,  ~
Angelina,86761,52,59.9,52.8,39.0,70.0
Terry,12354,  ~,  ~,  ~,  ~,  ~
Moore,20931,  ~,  ~,  ~,  ~,  ~
Dawson,12985,  ~,  ~,  ~,  ~,  ~
Orange,83086,54,65.0,52.1,38.8,68.7
Hale,33098,19,57.4,52.1,31.0,82.3
Jefferson,251315,143,56.9,52.0,43.7,61.6
Atascosa,51140,32,62.6,52.0,35.3,74.2
Navarro,49978,33,66.0,52.0,35.2,74.4
Scurry,16655,  ~,  ~,  ~,  ~,  ~
Grayson,136143,89,65.4,51.5,41.0,64.1
Hidalgo,867221,391,45.1,51.4,46.4,56.8
Willacy,21280,  ~,  ~,  ~,  ~,  ~
Jim Wells,40573,23,56.7,51.1,31.9,77.8
Cherokee,52561,32,60.9,50.8,34.1,72.9
Crosby,5701,  ~,  ~,  ~,  ~,  ~
Pecos,15757,  ~,  ~,  ~,  ~,  ~
San Jacinto,28867,22,76.2,50.2,29.8,80.8
Panola,23103,  ~,  ~,  ~,  ~,  ~
Caldwell,43579,25,57.4,50.1,31.9,75.1
Childress,7222,  ~,  ~,  ~,  ~,  ~
Titus,32744,17,51.9,49.1,28.3,79.5
Goliad,7607,  ~,  ~,  ~,  ~,  ~
Kendall,47418,33,69.6,49.0,33.2,70.5
Colorado,21467,16,74.5,48.8,26.8,84.0
Donley,3263,  ~,  ~,  ~,  ~,  ~
Lamb,12904,  ~,  ~,  ~,  ~,  ~
Webb,276387,112,40.5,47.5,39.0,57.2
Wheeler,5026,  ~,  ~,  ~,  ~,  ~
Garza,6238,  ~,  ~,  ~,  ~,  ~
Hardin,57796,32,55.4,46.9,31.6,67.3
Franklin,10749,  ~,  ~,  ~,  ~,  ~
Clay,10465,  ~,  ~,  ~,  ~,  ~
Runnels,10265,  ~,  ~,  ~,  ~,  ~
Duval,11139,  ~,  ~,  ~,  ~,  ~
Winkler,7970,  ~,  ~,  ~,  ~,  ~
Hunt,98559,56,56.8,45.5,34.1,59.7
Madison,14382,  ~,  ~,  ~,  ~,  ~
Rusk,54386,32,58.8,45.3,30.7,65.1
Hartley,5507,  ~,  ~,  ~,  ~,  ~
Zapata,14221,  ~,  ~,  ~,  ~,  ~
Val Verde,49041,20,40.8,43.7,26.3,67.8
Mitchell,8161,  ~,  ~,  ~,  ~,  ~
Hockley,23055,  ~,  ~,  ~,  ~,  ~
San Augustine,8220,  ~,  ~,  ~,  ~,  ~
Carson,5867,  ~,  ~,  ~,  ~,  ~
Knox,3663,  ~,  ~,  ~,  ~,  ~
Kinney,3668,  ~,  ~,  ~,  ~,  ~
Jackson,14760,  ~,  ~,  ~,  ~,  ~
Presidio,6612,  ~,  ~,  ~,  ~,  ~
Camp,13078,  ~,  ~,  ~,  ~,  ~
Coleman,8125,  ~,  ~,  ~,  ~,  ~
Newton,13673,  ~,  ~,  ~,  ~,  ~
Kleberg,30502,  ~,  ~,  ~,  ~,  ~
Howard,36732,16,43.6,39.9,22.5,65.8
Shelby,25297,  ~,  ~,  ~,  ~,  ~
Irion,1565,  ~,  ~,  ~,  ~,  ~
Gaines,21540,  ~,  ~,  ~,  ~,  ~
Crockett,3468,  ~,  ~,  ~,  ~,  ~
Tyler,21523,  ~,  ~,  ~,  ~,  ~
Jones,19867,  ~,  ~,  ~,  ~,  ~
Sabine,10490,  ~,  ~,  ~,  ~,  ~
Swisher,7399,  ~,  ~,  ~,  ~,  ~
Eastland,18267,  ~,  ~,  ~,  ~,  ~
La Salle,7546,  ~,  ~,  ~,  ~,  ~
Hall,2992,  ~,  ~,  ~,  ~,  ~
Brewster,9144,  ~,  ~,  ~,  ~,  ~
Fisher,3810,  ~,  ~,  ~,  ~,  ~
Floyd,5754,  ~,  ~,  ~,  ~,  ~
Bandera,23181,  ~,  ~,  ~,  ~,  ~
Wilbarger,12695,  ~,  ~,  ~,  ~,  ~
Delta,5327,  ~,  ~,  ~,  ~,  ~
Hutchinson,20899,  ~,  ~,  ~,  ~,  ~
Frio,20199,  ~,  ~,  ~,  ~,  ~
Fannin,35554,  ~,  ~,  ~,  ~,  ~
Briscoe,1542,  ~,  ~,  ~,  ~,  ~
Hudspeth,4875,  ~,  ~,  ~,  ~,  ~
Young,17937,  ~,  ~,  ~,  ~,  ~
Mason,4287,  ~,  ~,  ~,  ~,  ~
McCulloch,8011,  ~,  ~,  ~,  ~,  ~
Zavala,11807,  ~,  ~,  ~,  ~,  ~
Karnes,15356,  ~,  ~,  ~,  ~,  ~
Sherman,3017,  ~,  ~,  ~,  ~,  ~
Callahan,13941,  ~,  ~,  ~,  ~,  ~
Dimmit,10104,  ~,  ~,  ~,  ~,  ~
Cochran,2825,  ~,  ~,  ~,  ~,  ~
Hemphill,3831,  ~,  ~,  ~,  ~,  ~
Shackelford,3272,  ~,  ~,  ~,  ~,  ~
Andrews,18821,  ~,  ~,  ~,  ~,  ~
Upton,3644,0, 0.0, 0.0, 0.0, 0.0
Crane,4759,0, 0.0, 0.0, 0.0, 0.0
Throckmorton,1473,0, 0.0, 0.0, 0.0, 0.0
Sterling,1295,0, 0.0, 0.0, 0.0, 0.0
Collingsworth,2921,0, 0.0, 0.0, 0.0, 0.0
Schleicher,2801,0, 0.0, 0.0, 0.0, 0.0
Jeff Davis,2275,0, 0.0, 0.0, 0.0, 0.0
Concho,2749,0, 0.0, 0.0, 0.0, 0.0
Oldham,2115,0, 0.0, 0.0, 0.0, 0.0
Motley,1200,0, 0.0, 0.0, 0.0, 0.0
STATE,28986794,19381,66.9,64.9, 64.0,65.8

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
