Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, Hispanic, 2015"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Val Verde,39688,17,42.8,45.8,26.6,73.2
Milam,6269,  ~,  ~,  ~,  ~,  ~
Taylor,32413,  ~,  ~,  ~,  ~,  ~
Lamar,3641,  ~,  ~,  ~,  ~,  ~
Colorado,6018,  ~,  ~,  ~,  ~,  ~
Potter,45455,  ~,  ~,  ~,  ~,  ~
Dallam,3153,  ~,  ~,  ~,  ~,  ~
Tarrant,556057,133,23.9,40.6,33.0,49.2
Cherokee,11582,  ~,  ~,  ~,  ~,  ~
Cooke,6761,  ~,  ~,  ~,  ~,  ~
Midland,70266,21,29.9,39.9,24.6,61.7
Ellis,41459,  ~,  ~,  ~,  ~,  ~
Terry,6822,  ~,  ~,  ~,  ~,  ~
Denton,147453,32,21.7,38.9,24.8,57.7
Hays,73003,16,21.9,38.7,20.5,65.0
Crane,3168,  ~,  ~,  ~,  ~,  ~
Jefferson,49460,  ~,  ~,  ~,  ~,  ~
Yoakum,5624,  ~,  ~,  ~,  ~,  ~
La Salle,6510,  ~,  ~,  ~,  ~,  ~
Reeves,11459,  ~,  ~,  ~,  ~,  ~
Tom Green,46002,  ~,  ~,  ~,  ~,  ~
Fannin,3573,  ~,  ~,  ~,  ~,  ~
Kerr,13415,  ~,  ~,  ~,  ~,  ~
Sutton,2419,  ~,  ~,  ~,  ~,  ~
Montgomery,122916,24,19.5,34.1,20.0,53.7
Brazos,53679,  ~,  ~,  ~,  ~,  ~
Hale,19910,  ~,  ~,  ~,  ~,  ~
Grayson,15816,  ~,  ~,  ~,  ~,  ~
Hopkins,5838,  ~,  ~,  ~,  ~,  ~
Parker,14367,  ~,  ~,  ~,  ~,  ~
Orange,5873,  ~,  ~,  ~,  ~,  ~
Waller,14152,  ~,  ~,  ~,  ~,  ~
Brazoria,102083,26,25.5,31.6,20.5,46.9
Burleson,3584,  ~,  ~,  ~,  ~,  ~
Austin,7561,  ~,  ~,  ~,  ~,  ~
Moore,11841,  ~,  ~,  ~,  ~,  ~
McCulloch,2612,  ~,  ~,  ~,  ~,  ~
Brown,8091,  ~,  ~,  ~,  ~,  ~
Aransas,6751,  ~,  ~,  ~,  ~,  ~
Dawson,7393,  ~,  ~,  ~,  ~,  ~
Caldwell,20436,  ~,  ~,  ~,  ~,  ~
Wichita,24318,  ~,  ~,  ~,  ~,  ~
Washington,5369,  ~,  ~,  ~,  ~,  ~
Upshur,3244,  ~,  ~,  ~,  ~,  ~
Falls,3878,  ~,  ~,  ~,  ~,  ~
Hudspeth,2777,  ~,  ~,  ~,  ~,  ~
Hunt,13545,  ~,  ~,  ~,  ~,  ~
Liberty,16947,  ~,  ~,  ~,  ~,  ~
Nacogdoches,12299,  ~,  ~,  ~,  ~,  ~
Jackson,4739,  ~,  ~,  ~,  ~,  ~
Frio,15168,  ~,  ~,  ~,  ~,  ~
Wilson,18460,  ~,  ~,  ~,  ~,  ~
Lampasas,3922,  ~,  ~,  ~,  ~,  ~
Willacy,19183,  ~,  ~,  ~,  ~,  ~
Zavala,11525,  ~,  ~,  ~,  ~,  ~
Kaufman,22316,  ~,  ~,  ~,  ~,  ~
Rockwall,15096,  ~,  ~,  ~,  ~,  ~
Palo Pinto,5498,  ~,  ~,  ~,  ~,  ~
Parmer,6087,  ~,  ~,  ~,  ~,  ~
Walker,12531,  ~,  ~,  ~,  ~,  ~
Johnson,32088,  ~,  ~,  ~,  ~,  ~
Grimes,6469,  ~,  ~,  ~,  ~,  ~
Gillespie,5802,  ~,  ~,  ~,  ~,  ~
Calhoun,10504,  ~,  ~,  ~,  ~,  ~
Smith,41871,  ~,  ~,  ~,  ~,  ~
De Witt,7095,  ~,  ~,  ~,  ~,  ~
Deaf Smith,13477,  ~,  ~,  ~,  ~,  ~
Lamb,7297,  ~,  ~,  ~,  ~,  ~
Chambers,8242,  ~,  ~,  ~,  ~,  ~
Gray,6606,  ~,  ~,  ~,  ~,  ~
Polk,6869,  ~,  ~,  ~,  ~,  ~
Presidio,5919,  ~,  ~,  ~,  ~,  ~
Howard,15446,  ~,  ~,  ~,  ~,  ~
Medina,24841,  ~,  ~,  ~,  ~,  ~
Reagan,2562,0, 0.0, 0.0, 0.0, 0.0
Hutchinson,4909,0, 0.0, 0.0, 0.0, 0.0
Robertson,3402,0, 0.0, 0.0, 0.0, 0.0
Jasper,2318,0, 0.0, 0.0, 0.0, 0.0
Panola,1990,0, 0.0, 0.0, 0.0, 0.0
Lee,3919,0, 0.0, 0.0, 0.0, 0.0
Lipscomb,1152,0, 0.0, 0.0, 0.0, 0.0
Live Oak,4773,0, 0.0, 0.0, 0.0, 0.0
Llano,1935,0, 0.0, 0.0, 0.0, 0.0
Lynn,2732,0, 0.0, 0.0, 0.0, 0.0
San Jacinto,3469,0, 0.0, 0.0, 0.0, 0.0
Hardin,2978,0, 0.0, 0.0, 0.0, 0.0
Sherman,1313,0, 0.0, 0.0, 0.0, 0.0
Houston,2449,0, 0.0, 0.0, 0.0, 0.0
San Saba,1762,0, 0.0, 0.0, 0.0, 0.0
Schleicher,1653,0, 0.0, 0.0, 0.0, 0.0
Scurry,7014,0, 0.0, 0.0, 0.0, 0.0
Shelby,4479,0, 0.0, 0.0, 0.0, 0.0
Somervell,1641,0, 0.0, 0.0, 0.0, 0.0
Hemphill,1414,0, 0.0, 0.0, 0.0, 0.0
Haskell,1611,0, 0.0, 0.0, 0.0, 0.0
Hartley,1454,0, 0.0, 0.0, 0.0, 0.0
Montague,2028,0, 0.0, 0.0, 0.0, 0.0
Martin,2567,0, 0.0, 0.0, 0.0, 0.0
Harrison,8283,0, 0.0, 0.0, 0.0, 0.0
Madison,3135,0, 0.0, 0.0, 0.0, 0.0
Garza,3223,0, 0.0, 0.0, 0.0, 0.0
Ochiltree,5663,0, 0.0, 0.0, 0.0, 0.0
Concho,2225,0, 0.0, 0.0, 0.0, 0.0
Tyler,1544,0, 0.0, 0.0, 0.0, 0.0
Goliad,2646,0, 0.0, 0.0, 0.0, 0.0
Freestone,2942,0, 0.0, 0.0, 0.0, 0.0
Franklin,1443,0, 0.0, 0.0, 0.0, 0.0
Floyd,3377,0, 0.0, 0.0, 0.0, 0.0
Fisher,1076,0, 0.0, 0.0, 0.0, 0.0
Fayette,5055,0, 0.0, 0.0, 0.0, 0.0
Erath,8458,0, 0.0, 0.0, 0.0, 0.0
Morris,1137,0, 0.0, 0.0, 0.0, 0.0
Culberson,1679,0, 0.0, 0.0, 0.0, 0.0
Titus,13663,0, 0.0, 0.0, 0.0, 0.0
Comanche,3617,0, 0.0, 0.0, 0.0, 0.0
Jack,1456,0, 0.0, 0.0, 0.0, 0.0
Wilbarger,3756,0, 0.0, 0.0, 0.0, 0.0
Cochran,1705,0, 0.0, 0.0, 0.0, 0.0
Camp,2984,0, 0.0, 0.0, 0.0, 0.0
Brewster,3980,0, 0.0, 0.0, 0.0, 0.0
Wood,4163,0, 0.0, 0.0, 0.0, 0.0
Bandera,3757,0, 0.0, 0.0, 0.0, 0.0
Young,3255,0, 0.0, 0.0, 0.0, 0.0
Bailey,4609,0, 0.0, 0.0, 0.0, 0.0
Crockett,2438,0, 0.0, 0.0, 0.0, 0.0
Swisher,3191,0, 0.0, 0.0, 0.0, 0.0
Hansford,2669,0, 0.0, 0.0, 0.0, 0.0
Anderson,9998,0, 0.0, 0.0, 0.0, 0.0
STATE,10656323,3800,35.7,50.1, 48.5,51.8

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
