Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH Black, 2016"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Van Zandt,1633,  ~,  ~,  ~,  ~,  ~
Tarrant,334414,216,64.6,81.1,69.8,93.6
Brown,1465,  ~,  ~,  ~,  ~,  ~
Grimes,4395,  ~,  ~,  ~,  ~,  ~
Titus,3113,  ~,  ~,  ~,  ~,  ~
Henderson,5257,  ~,  ~,  ~,  ~,  ~
Red River,2078,  ~,  ~,  ~,  ~,  ~
Collin,93176,49,52.6,75.4,51.2,106.5
Dallas,595410,404,67.8,75.0,67.5,83.2
Victoria,5650,  ~,  ~,  ~,  ~,  ~
Harris,877548,559,63.7,72.8,66.7,79.4
Bell,78623,38,48.3,71.1,48.3,100.5
Hopkins,2737,  ~,  ~,  ~,  ~,  ~
Fort Bend,152185,98,64.4,69.6,54.9,86.9
Polk,5084,  ~,  ~,  ~,  ~,  ~
Johnson,5338,  ~,  ~,  ~,  ~,  ~
Brazoria,47718,28,58.7,68.0,42.6,102.6
Lubbock,22329,  ~,  ~,  ~,  ~,  ~
Denton,80348,37,46.0,66.1,42.5,97.7
Hidalgo,3667,  ~,  ~,  ~,  ~,  ~
Lamar,6829,  ~,  ~,  ~,  ~,  ~
McLennan,36403,21,57.7,63.8,38.8,98.4
Houston,5817,  ~,  ~,  ~,  ~,  ~
Upshur,3515,  ~,  ~,  ~,  ~,  ~
Bexar,145623,79,54.2,60.0,47.0,75.3
Rockwall,5944,  ~,  ~,  ~,  ~,  ~
Montgomery,27037,  ~,  ~,  ~,  ~,  ~
Travis,101895,48,47.1,56.3,40.5,75.8
Guadalupe,11780,  ~,  ~,  ~,  ~,  ~
Matagorda,3976,  ~,  ~,  ~,  ~,  ~
San Jacinto,2784,  ~,  ~,  ~,  ~,  ~
Hays,8064,  ~,  ~,  ~,  ~,  ~
Lee,1900,  ~,  ~,  ~,  ~,  ~
Anderson,12272,  ~,  ~,  ~,  ~,  ~
Angelina,13304,  ~,  ~,  ~,  ~,  ~
Jefferson,86696,44,50.8,51.8,37.3,70.1
Bowie,23536,  ~,  ~,  ~,  ~,  ~
Wichita,14283,  ~,  ~,  ~,  ~,  ~
Waller,12643,  ~,  ~,  ~,  ~,  ~
Coryell,12997,  ~,  ~,  ~,  ~,  ~
Liberty,8254,  ~,  ~,  ~,  ~,  ~
Randall,4236,  ~,  ~,  ~,  ~,  ~
Fannin,2380,  ~,  ~,  ~,  ~,  ~
Tyler,2405,  ~,  ~,  ~,  ~,  ~
Morris,2874,  ~,  ~,  ~,  ~,  ~
Midland,10547,  ~,  ~,  ~,  ~,  ~
Limestone,4148,  ~,  ~,  ~,  ~,  ~
Freestone,3140,  ~,  ~,  ~,  ~,  ~
El Paso,27407,  ~,  ~,  ~,  ~,  ~
Colorado,2654,  ~,  ~,  ~,  ~,  ~
Tom Green,4776,  ~,  ~,  ~,  ~,  ~
Taylor,10659,  ~,  ~,  ~,  ~,  ~
Potter,12638,  ~,  ~,  ~,  ~,  ~
Rusk,9212,  ~,  ~,  ~,  ~,  ~
Comal,2807,  ~,  ~,  ~,  ~,  ~
Madison,2814,  ~,  ~,  ~,  ~,  ~
Nueces,13382,  ~,  ~,  ~,  ~,  ~
Falls,4175,  ~,  ~,  ~,  ~,  ~
Newton,2896,  ~,  ~,  ~,  ~,  ~
Cherokee,7510,  ~,  ~,  ~,  ~,  ~
Hardin,3172,  ~,  ~,  ~,  ~,  ~
Nacogdoches,12062,  ~,  ~,  ~,  ~,  ~
Panola,3755,  ~,  ~,  ~,  ~,  ~
Walker,16847,  ~,  ~,  ~,  ~,  ~
Leon,1269,0, 0.0, 0.0, 0.0, 0.0
Medina,1214,0, 0.0, 0.0, 0.0, 0.0
Kleberg,1178,0, 0.0, 0.0, 0.0, 0.0
Robertson,3363,0, 0.0, 0.0, 0.0, 0.0
Jones,2458,0, 0.0, 0.0, 0.0, 0.0
Parker,1885,0, 0.0, 0.0, 0.0, 0.0
Howard,2259,0, 0.0, 0.0, 0.0, 0.0
Wise,1015,0, 0.0, 0.0, 0.0, 0.0
Fayette,1613,0, 0.0, 0.0, 0.0, 0.0
San Patricio,1173,0, 0.0, 0.0, 0.0, 0.0
De Witt,1817,0, 0.0, 0.0, 0.0, 0.0
Trinity,1379,0, 0.0, 0.0, 0.0, 0.0
San Augustine,1879,0, 0.0, 0.0, 0.0, 0.0
Bee,2740,0, 0.0, 0.0, 0.0, 0.0
Burleson,2318,0, 0.0, 0.0, 0.0, 0.0
Cameron,1706,0, 0.0, 0.0, 0.0, 0.0
Karnes,1328,0, 0.0, 0.0, 0.0, 0.0
STATE,3411704,2083,61.0,69.4, 66.3,72.6

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
